The Lord of the Rings,Blade Runner,Good Will Hunting,Avatar,The Terminator,Schindler's List,American Sniper,Saving Private Ryan,No Country for Old Men,The Revenant
Memento,The Green Mile,Star Wars,The Lion King,,,,,,
The Social Network,The Deer Hunter,Spider-Man: Homecoming,Gladiator,Arrival,The Pursuit of Happyness,The Green Mile,Dunkirk,Blade Runner 2049,
The Patriot,Life Is Beautiful,The Deer Hunter,Primer,Psycho,Back to the Future,Avatar,Ex Machina,,
Primer,2001: A Space Odyssey,Schindler's List,The Patriot,Blade Runner,Goodfellas,,,,
No Country for Old Men,"The Good, the Bad and the Ugly",Pan's Labyrinth,Die Hard,The Sixth Sense,Apocalypse Now,Shutter Island,,,
King Kong,The Terminator,Raging Bull,Children of Men,The Departed,The Pursuit of Happyness,Blade Runner 2049,,,
The Patriot,Children of Men,,,,,,,,
Black Swan,The Avengers,Gravity,Once Upon a Time in Hollywood,American Sniper,Saving Private Ryan,Mad Max: Fury Road,Fight Club,Troy,
Casablanca,Blade Runner,,,,,,,,
Memento,Avengers: Endgame,,,,,,,,
Pacific Rim,Goodfellas,Fury,Spider-Man: Homecoming,Gravity,The Departed,The Social Network,,,
American Sniper,Moonlight,Avengers: Infinity War,,,,,,,
Die Hard,The Prestige,,,,,,,,
Birdman,Pearl Harbor,The Road Warrior,Psycho,Goodfellas,The Lost World: Jurassic Park,Inception,,,
Gladiator,The Godfather: Part II,2001: A Space Odyssey,Scarface,1917,Mad Max: Fury Road,The Truman Show,The Dark Knight,Monty Python and the Holy Grail,
Life Is Beautiful,The Grand Budapest Hotel,The Godfather,,,,,,,
Avatar,Gravity,The Departed,The Green Mile,King Arthur: Legend of the Sword,Apocalypse Now,Harry Potter and the Sorcerer's Stone,The Patriot,Fight Club,Schindler's List
Scarface,The Shining,No Country for Old Men,Black Swan,Dunkirk,The Wolf of Wall Street,Spider-Man: Homecoming,The Hateful Eight,,
Fargo,Raging Bull,The Wizard of Oz,Independence Day,Inception,In Bruges,Jaws,,,
Harry Potter and the Sorcerer's Stone,The Revenant,The Truman Show,Platoon,Scarface,Primer,District 9,,,
The Silence of the Lambs,The Wolf of Wall Street,Independence Day,Goodfellas,Arrival,,,,,
The Departed,The Silence of the Lambs,Pulp Fiction,Cloverfield,Back to the Future,Moonlight,Taxi Driver,Spider-Man: Homecoming,The Godfather: Part II,
Shutter Island,The Terminator,Taxi Driver,Dunkirk,Gravity,Raging Bull,Forrest Gump,Lone Survivor,Casino,
Troy,Amélie,Once Upon a Time in Hollywood,The Hobbit,La La Land,Gone with the Wind,The Departed,Gravity,Monty Python and the Holy Grail,
Harry Potter and the Sorcerer's Stone,The Silence of the Lambs,Raiders of the Lost Ark,The Dark Knight,Once Upon a Time in the West,,,,,
Top Gun,Forrest Gump,Whiplash,The Lord of the Rings,2001: A Space Odyssey,The Grand Budapest Hotel,The Social Network,Django Unchained,,
The Matrix,Schindler's List,The Revenant,The Social Network,Eternal Sunshine of the Spotless Mind,Iron Man,Children of Men,Blade Runner,,
Primer,The Avengers,The Godfather: Part II,American Sniper,Blade Runner 2049,The Green Mile,District 9,Guardians of the Galaxy,,
The Irishman,Interstellar,Monty Python and the Holy Grail,Alien,The Dark Knight Rises,,,,,
Inception,Fury,King Arthur: Legend of the Sword,Fight Club,The Grand Budapest Hotel,The Lion King,The Green Mile,Gone with the Wind,The Last Samurai,
Pacific Rim,Independence Day,The Dark Knight,Shutter Island,Eternal Sunshine of the Spotless Mind,Birdman,,,,
Once Upon a Time in Hollywood,Django Unchained,,,,,,,,
Reservoir Dogs,The Deer Hunter,Birdman,Titanic,The Green Mile,The Patriot,Independence Day,City of God,Jurassic Park,My Neighbor Totoro
Spirited Away,Braveheart,Monty Python and the Holy Grail,District 9,Pearl Harbor,The Shining,Birdman,Dunkirk,,
Pan's Labyrinth,Star Wars,The Green Mile,Kill Bill,,,,,,
The Terminator,Primer,District 9,Star Trek,Top Gun,Braveheart,The Godfather: Part II,Gladiator,The Matrix,My Neighbor Totoro
Fury,Heat,,,,,,,,
Interstellar,Princess Mononoke,Titanic,,,,,,,
The Big Lebowski,The Deer Hunter,The Departed,Back to the Future,Pacific Rim,Black Panther,Alien,Braveheart,,
Iron Man,The Matrix,Rocky,The Shape of Water,Black Panther,Inception,Whiplash,,,
Good Will Hunting,Life Is Beautiful,The Dark Knight Rises,Saving Private Ryan,Spider-Man: Homecoming,,,,,
Jurassic World,The Patriot,The Usual Suspects,District 9,American Beauty,Dunkirk,The Irishman,The Grand Budapest Hotel,,
Pan's Labyrinth,Star Trek,The Departed,The Dark Knight,Braveheart,No Country for Old Men,Dunkirk,,,
Heat,American Beauty,Jurassic World,Reservoir Dogs,Forrest Gump,The Social Network,Scarface,The Shape of Water,My Neighbor Totoro,
Avengers: Infinity War,Arrival,Robin Hood: Prince of Thieves,Avatar,,,,,,
Goodfellas,The Matrix,Monty Python and the Holy Grail,Arrival,Fight Club,Braveheart,The Matrix,The Godfather: Part II,District 9,
"The Good, the Bad and the Ugly",The Lord of the Rings,The Day After Tomorrow,The Godfather,The Irishman,,,,,
The Matrix,Black Panther,American Sniper,Jurassic Park,Amélie,Fury,Gravity,,,
Inception,American Beauty,Fight Club,Pacific Rim,The Godfather,Pan's Labyrinth,,,,
The Last Samurai,Cloverfield,American Beauty,,,,,,,
Braveheart,King Arthur: Legend of the Sword,Robin Hood: Prince of Thieves,Star Wars,The Lord of the Rings: The Fellowship of the Ring,,,,,
The Big Lebowski,Pearl Harbor,Minority Report,The Irishman,The Social Network,Black Swan,Independence Day,The Wolf of Wall Street,The Lord of the Rings,
The Revenant,Iron Man,Cloverfield,Blade Runner,The Day After Tomorrow,Alien,,,,
Iron Man,Apocalypse Now,Once Upon a Time in the West,Blade Runner 2049,Lone Survivor,Schindler's List,Shutter Island,Back to the Future,The Shawshank Redemption,
Primer,The Departed,Jurassic Park,Saving Private Ryan,The Sixth Sense,The Irishman,Blade Runner,American Sniper,Moonlight,
War of the Worlds,Reservoir Dogs,The Grand Budapest Hotel,,,,,,,
Once Upon a Time in the West,The Godfather: Part II,City of God,American Sniper,,,,,,
Birdman,Avatar,The Martian,Cloverfield,Pan's Labyrinth,Eternal Sunshine of the Spotless Mind,,,,
Moon,The Last Samurai,Black Panther,Blade Runner,Seven Samurai,Toy Story,Scarface,The Matrix,,
La La Land,Minority Report,The Irishman,Avatar,,,,,,
Once Upon a Time in Hollywood,Moonlight,Iron Man,Spider-Man: Homecoming,Se7en,In Bruges,Die Hard,Gladiator,,
Avatar,Spider-Man: Homecoming,Fight Club,Rocky,The Godfather: Part II,Gladiator,Toy Story,The Wizard of Oz,,
Avengers: Infinity War,Scarface,The Grand Budapest Hotel,2001: A Space Odyssey,The Lord of the Rings: The Fellowship of the Ring,,,,,
Looper,The Truman Show,The Big Lebowski,,,,,,,
Toy Story,Psycho,Apocalypse Now,,,,,,,
Blade Runner 2049,Pan's Labyrinth,Titanic,Inception,Once Upon a Time in Hollywood,Saving Private Ryan,The Godfather: Part II,,,
The Lord of the Rings: The Fellowship of the Ring,The Lion King,Heat,Pan's Labyrinth,The Hateful Eight,Schindler's List,Life Is Beautiful,My Neighbor Totoro,The Last Samurai,Gladiator
Scarface,Minority Report,300,Platoon,The Lion King,Lone Survivor,The Departed,The Matrix,The Godfather: Part II,E.T. the Extra-Terrestrial
Avatar,The Avengers,Casino,Heat,Dunkirk,No Country for Old Men,The Silence of the Lambs,Inception,,
Scarface,Arrival,The Hobbit,Taxi Driver,Avatar,Back to the Future,Blade Runner,Avengers: Infinity War,The Dark Knight,
Django Unchained,American Beauty,,,,,,,,
Star Trek,Gladiator,The Lost World: Jurassic Park,The Social Network,Memento,The Grand Budapest Hotel,Gone with the Wind,Pulp Fiction,,
The Deer Hunter,Braveheart,Birdman,Inception,The Usual Suspects,The Patriot,The Wizard of Oz,,,
Gladiator,The Lord of the Rings,Primer,Predator,Black Swan,Goodfellas,Forrest Gump,,,
Jurassic Park,Harry Potter and the Sorcerer's Stone,Whiplash,Dunkirk,Fargo,Star Wars,Saving Private Ryan,The Lord of the Rings,Raging Bull,
Arrival,The Wolf of Wall Street,Gravity,Scarface,,,,,,
Scarface,Oldboy,Blade Runner,The Shining,Pacific Rim,The Social Network,Mad Max: Fury Road,Inglourious Basterds,,
Princess Mononoke,District 9,The Truman Show,Memento,The Green Mile,Guardians of the Galaxy,The Patriot,Jurassic Park,Gravity,
Fight Club,Inception,Inception,Braveheart,,,,,,
Good Will Hunting,American Sniper,The Departed,Mad Max: Fury Road,The Departed,The Road Warrior,,,,
The Shape of Water,Platoon,Toy Story,Oldboy,District 9,The Prestige,,,,
The Matrix,The Green Mile,The Wizard of Oz,Fargo,,,,,,
The Godfather,Blade Runner,Primer,Toy Story,1917,,,,,
Whiplash,Oldboy,Braveheart,Interstellar,Guardians of the Galaxy,The Sixth Sense,,,,
Saving Private Ryan,The Silence of the Lambs,1917,Django Unchained,Gravity,In Bruges,,,,
Goodfellas,Monty Python and the Holy Grail,The Truman Show,The Lord of the Rings,Seven Samurai,Black Hawk Down,Gladiator,City of God,American Sniper,The Patriot
Godzilla,Taxi Driver,The Silence of the Lambs,Spirited Away,The Avengers,Goodfellas,Jurassic World,The Shape of Water,,
Avatar,Independence Day,Black Swan,Donnie Darko,Saving Private Ryan,,,,,
District 9,Monty Python and the Holy Grail,Predator,City of God,Pulp Fiction,Pacific Rim,The Lion King,,,
Primer,Minority Report,Avatar,District 9,Forrest Gump,,,,,
The Departed,The Sixth Sense,Kill Bill,,,,,,,
Top Gun,Troy,The Silence of the Lambs,The Departed,Donnie Darko,Ex Machina,The Irishman,,,
Dunkirk,Reservoir Dogs,Shutter Island,The Godfather: Part II,Gladiator,Mad Max: Fury Road,Goodfellas,The Road Warrior,The Day After Tomorrow,
Avengers: Endgame,Platoon,Blade Runner,"The Good, the Bad and the Ugly",,,,,,
Goodfellas,The Pursuit of Happyness,The Wizard of Oz,Predator,The Hateful Eight,The Social Network,Braveheart,,,
The Patriot,Black Hawk Down,King Kong,The Last Samurai,The Departed,The Revenant,Black Panther,Toy Story,,
Raiders of the Lost Ark,Oldboy,Full Metal Jacket,Jurassic Park,Amélie,Gone with the Wind,Toy Story,The Departed,,
Jurassic World,Minority Report,,,,,,,,
Black Hawk Down,Children of Men,Jaws,Gravity,Gladiator,The Wolf of Wall Street,Star Trek,,,
The Silence of the Lambs,The Lion King,,,,,,,,
Dunkirk,Blade Runner,Spirited Away,Predator,Schindler's List,The Lord of the Rings: The Fellowship of the Ring,The Shawshank Redemption,Primer,,
The Lion King,Reservoir Dogs,Independence Day,The Irishman,Pearl Harbor,Birdman,Gravity,Rocky,American Beauty,Blade Runner
Reservoir Dogs,Lone Survivor,Pearl Harbor,Rocky,Seven Samurai,Avengers: Endgame,Dunkirk,Guardians of the Galaxy,The Matrix,Good Will Hunting
The Sixth Sense,Jurassic Park,Gladiator,The Matrix,My Neighbor Totoro,King Kong,Dunkirk,,,
Iron Man,Fargo,Jurassic World,Pacific Rim,Harry Potter and the Sorcerer's Stone,The Dark Knight Rises,,,,
The Terminator,The Avengers,Taxi Driver,The Revenant,In Bruges,Inception,The Irishman,Looper,Moon,The Dark Knight Rises
Scarface,Princess Mononoke,Django Unchained,,,,,,,
Jurassic Park,Moon,Avatar,The Social Network,The Wizard of Oz,The Lost World: Jurassic Park,,,,
Goodfellas,The Godfather: Part II,The Sixth Sense,The Lord of the Rings: The Fellowship of the Ring,American Sniper,Pan's Labyrinth,Primer,Memento,Arrival,
Blade Runner,Amélie,Toy Story,Shutter Island,The Irishman,Gone with the Wind,Se7en,Memento,Princess Mononoke,The Revenant
The Big Lebowski,The Usual Suspects,Ex Machina,The Matrix,Inception,Life Is Beautiful,,,,
The Revenant,Arrival,Scarface,Jaws,Cloverfield,The Lord of the Rings: The Fellowship of the Ring,Reservoir Dogs,,,
Spider-Man: Homecoming,Eternal Sunshine of the Spotless Mind,Captain America: Civil War,Gladiator,The Lord of the Rings: The Fellowship of the Ring,Ex Machina,The Social Network,Monty Python and the Holy Grail,,
Apocalypse Now,300,Once Upon a Time in Hollywood,Pacific Rim,,,,,,
The Patriot,The Grand Budapest Hotel,Interstellar,The Dark Knight Rises,Ex Machina,Once Upon a Time in Hollywood,The Lion King,Minority Report,Shutter Island,
Avatar,Shutter Island,,,,,,,,
The Social Network,Black Panther,King Arthur: Legend of the Sword,Gladiator,Django Unchained,Princess Mononoke,Platoon,Casablanca,,
Avatar,Predator,Memento,Star Trek,The Pursuit of Happyness,The Departed,Ex Machina,Gone with the Wind,,
The Dark Knight,American Beauty,Seven Samurai,Heat,,,,,,
Shutter Island,Raiders of the Lost Ark,,,,,,,,
Spider-Man: Homecoming,Apocalypse Now,,,,,,,,
No Country for Old Men,The Shawshank Redemption,Independence Day,Dunkirk,The Matrix,,,,,
Troy,Whiplash,,,,,,,,
"The Good, the Bad and the Ugly",The Road Warrior,Independence Day,Gravity,1917,The Avengers,,,,
War of the Worlds,Fury,Braveheart,Avatar,,,,,,
City of God,Interstellar,Good Will Hunting,Braveheart,Shutter Island,The Big Lebowski,,,,
Black Panther,Platoon,Fight Club,The Wolf of Wall Street,Psycho,Monty Python and the Holy Grail,,,,
Good Will Hunting,1917,Raging Bull,Taxi Driver,The Terminator,2001: A Space Odyssey,The Martian,,,
Shutter Island,Pulp Fiction,The Sixth Sense,The Last Samurai,American Sniper,Scarface,The Shawshank Redemption,City of God,Avatar,
Pan's Labyrinth,Forrest Gump,,,,,,,,
Pacific Rim,The Usual Suspects,,,,,,,,
King Kong,Schindler's List,Saving Private Ryan,Braveheart,Eternal Sunshine of the Spotless Mind,1917,Independence Day,,,
District 9,Interstellar,In Bruges,,,,,,,
The Shining,Godzilla,King Arthur: Legend of the Sword,The Lost World: Jurassic Park,The Matrix,My Neighbor Totoro,Donnie Darko,The Dark Knight,Goodfellas,
Se7en,Gravity,Interstellar,Dunkirk,Blade Runner,Moon,,,,
Pulp Fiction,The Godfather,Braveheart,The Godfather: Part II,The Last Samurai,,,,,
Kill Bill,Psycho,300,Braveheart,The Irishman,,,,,
Pulp Fiction,Jaws,American Psycho,Memento,,,,,,
No Country for Old Men,Inglourious Basterds,Blade Runner,300,Titanic,Braveheart,The Patriot,,,
The Departed,Goodfellas,Avatar,,,,,,,
The Silence of the Lambs,The Matrix,The Deer Hunter,Ex Machina,Spirited Away,The Matrix,,,,
Saving Private Ryan,The Lost World: Jurassic Park,The Silence of the Lambs,,,,,,,
Seven Samurai,Avengers: Infinity War,The Deer Hunter,Gravity,The Avengers,,,,,
Children of Men,The Irishman,Schindler's List,The Shape of Water,300,,,,,
Interstellar,Looper,The Truman Show,1917,The Silence of the Lambs,King Arthur: Legend of the Sword,,,,
Blade Runner,The Big Lebowski,Monty Python and the Holy Grail,Platoon,Black Panther,,,,,
Children of Men,Black Swan,City of God,Blade Runner 2049,Alien,Django Unchained,Casablanca,,,
Taxi Driver,Gravity,Looper,The Godfather: Part II,Braveheart,The Social Network,,,,
Toy Story,The Irishman,Rocky,,,,,,,
"The Good, the Bad and the Ugly",Primer,,,,,,,,
Blade Runner,Interstellar,Gladiator,Black Panther,,,,,,
The Day After Tomorrow,The Irishman,,,,,,,,
Forrest Gump,In Bruges,War of the Worlds,Titanic,Blade Runner 2049,Black Swan,The Avengers,Mad Max: Fury Road,Once Upon a Time in Hollywood,
The Martian,No Country for Old Men,Independence Day,Jurassic World,,,,,,
Princess Mononoke,The Shawshank Redemption,American Sniper,Minority Report,Seven Samurai,1917,The Lion King,,,
Spirited Away,Pulp Fiction,The Silence of the Lambs,Schindler's List,The Grand Budapest Hotel,Forrest Gump,,,,
The Shawshank Redemption,Troy,The Grand Budapest Hotel,Goodfellas,Shutter Island,Fight Club,Shutter Island,The Green Mile,Heat,The Silence of the Lambs
Avatar,Minority Report,Django Unchained,The Matrix,Scarface,Braveheart,Titanic,The Sixth Sense,,
The Departed,The Hateful Eight,Memento,,,,,,,
Donnie Darko,Gladiator,"The Good, the Bad and the Ugly",E.T. the Extra-Terrestrial,Goodfellas,Gladiator,Shutter Island,Raiders of the Lost Ark,Inglourious Basterds,
The Avengers,Fargo,Captain America: Civil War,The Prestige,The Terminator,The Wizard of Oz,Goodfellas,Toy Story,,
Predator,1917,Lone Survivor,Star Wars,The Avengers,,,,,
The Godfather,Gladiator,Schindler's List,Gone with the Wind,Mad Max: Fury Road,Memento,Inception,,,
Ex Machina,Mad Max: Fury Road,The Martian,The Departed,Scarface,Forrest Gump,,,,
Interstellar,Se7en,,,,,,,,
Jaws,The Patriot,Saving Private Ryan,Gladiator,Forrest Gump,The Green Mile,,,,
Moonlight,Shutter Island,Braveheart,Gladiator,Princess Mononoke,,,,,
The Matrix,Once Upon a Time in the West,Die Hard,Platoon,Goodfellas,Fargo,Primer,,,
Spirited Away,Saving Private Ryan,1917,Fury,The Hateful Eight,The Big Lebowski,Inception,,,
The Sixth Sense,Black Panther,Blade Runner,Arrival,Inception,In Bruges,Eternal Sunshine of the Spotless Mind,Jurassic World,,
Fight Club,Memento,,,,,,,,
Pearl Harbor,No Country for Old Men,The Wizard of Oz,Whiplash,The Godfather: Part II,Black Panther,Jurassic World,The Truman Show,Apocalypse Now,
E.T. the Extra-Terrestrial,Captain America: Civil War,The Day After Tomorrow,Looper,In Bruges,Platoon,Mad Max: Fury Road,2001: A Space Odyssey,Children of Men,
Braveheart,The Dark Knight,,,,,,,,
The Big Lebowski,Oldboy,Heat,The Last Samurai,Interstellar,The Sixth Sense,Memento,Dunkirk,The Shining,
The Pursuit of Happyness,Casablanca,Life Is Beautiful,Scarface,The Shining,Gone with the Wind,Moonlight,Se7en,The Dark Knight Rises,Captain America: Civil War
Apocalypse Now,Primer,Robin Hood: Prince of Thieves,Guardians of the Galaxy,,,,,,
American Psycho,Black Panther,Children of Men,Heat,Fight Club,Fury,The Hateful Eight,Minority Report,Mad Max: Fury Road,
Looper,The Shape of Water,,,,,,,,
The Dark Knight Rises,Star Trek,Inception,Saving Private Ryan,,,,,,
The Matrix,Shutter Island,The Sixth Sense,Apocalypse Now,The Dark Knight,The Road Warrior,Black Swan,Gladiator,Spider-Man: Homecoming,Arrival
Platoon,The Godfather: Part II,,,,,,,,
Black Hawk Down,The Godfather,Once Upon a Time in the West,The Dark Knight,Interstellar,Iron Man,The Departed,Memento,,
The Green Mile,The Silence of the Lambs,,,,,,,,
The Last Samurai,The Deer Hunter,Mad Max: Fury Road,American Beauty,,,,,,
Gladiator,The Lost World: Jurassic Park,Top Gun,Forrest Gump,The Godfather,,,,,
"The Good, the Bad and the Ugly",La La Land,Platoon,Inception,The Hobbit,,,,,
The Lion King,Platoon,Once Upon a Time in the West,La La Land,Looper,,,,,
The Hateful Eight,Avengers: Endgame,Forrest Gump,Braveheart,Cloverfield,The Patriot,"The Good, the Bad and the Ugly",,,
The Silence of the Lambs,The Lost World: Jurassic Park,Captain America: Civil War,Dunkirk,Schindler's List,Black Hawk Down,Mad Max: Fury Road,Fight Club,Jurassic Park,
The Last Samurai,Spider-Man: Homecoming,Braveheart,The Big Lebowski,La La Land,Guardians of the Galaxy,Pan's Labyrinth,The Matrix,The Truman Show,
City of God,The Dark Knight Rises,Jurassic Park,Back to the Future,,,,,,
In Bruges,Blade Runner,,,,,,,,
The Pursuit of Happyness,The Lost World: Jurassic Park,The Lord of the Rings: The Fellowship of the Ring,The Departed,The Big Lebowski,,,,,
The Hobbit,Top Gun,Star Trek,,,,,,,
Star Wars,Life Is Beautiful,,,,,,,,
Schindler's List,Saving Private Ryan,Scarface,The Hateful Eight,The Lost World: Jurassic Park,Die Hard,Titanic,,,
Rocky,Reservoir Dogs,Braveheart,American Beauty,In Bruges,Top Gun,,,,
Pan's Labyrinth,Donnie Darko,The Lord of the Rings: The Fellowship of the Ring,The Martian,Back to the Future,The Day After Tomorrow,No Country for Old Men,,,
Guardians of the Galaxy,The Irishman,The Sixth Sense,Schindler's List,Monty Python and the Holy Grail,La La Land,,,,
